Code,Name,Industry Code,Industry,No. of Listed Shares(shr.),Capital Stock(KRW),ParValue,Currency,
023770,PLAYWITH,105802,Software Development and Supply,"2,875,832","1,437,916,000",500,KRW,766
035200,PLUMB FAST,032202,Manufacture of Plastic Products,"6,160,000","3,080,000,000",500,KRW,356
144740,PMD Academy,168505,General Private Educational Institute,"1,737,554","868,777,000",500,KRW,1089
017810,PMO,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","3,809,095","19,045,475,000","5,000",KRW,947
179440,PMS,032401,Manufacture of Basic Iron and Steel,"3,174,875","634,975,000",200,KRW,1830
131390,PNESolution,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","7,140,000","3,570,000,000",500,KRW,1570
024940,PNPOONGNYUN,032509,Manufacture of Other Metal Products; Metal Working Service Activities,"10,000,000","5,000,000,000",500,KRW,809
078860,POINT-I,105802,Software Development and Supply,"12,157,483","6,078,741,500",500,KRW,272
103140,POONGSAN,032402,Manufacture of Basic Precious and Non-ferrous Metals,"28,024,278","140,121,390,000","5,000",KRW,504
005810,POONGSAN HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","7,835,167","45,175,835,000","5,000",KRW,742
005490,POSCO,032401,Manufacture of Basic Iron and Steel,"87,186,835","482,403,125,000","5,000",KRW,957
058430,POSCO C&C,032401,Manufacture of Basic Iron and Steel,"6,000,000","30,000,000,000","5,000",KRW,79
003670,POSCO CHEMTECH,032303,"Manufacture of Cement, Lime and Plaster and Its Products","59,070,000","29,535,000,000",500,KRW,41
022100,POSCO ICT,137201,"Architectural, Engineering and Related Technical Services","152,034,729","76,017,364,500",500,KRW,1703
009520,POSCO M-TECH,032401,Manufacture of Basic Iron and Steel,"41,642,703","20,821,351,500",500,KRW,914
051310,POSCO PLANTEC,064102,Heavy Construction,"180,834,946","91,707,473,000",500,KRW,396
047310,POWER LOGICS,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","29,655,807","15,060,128,500",500,KRW,21
060910,PREGEN,032602,Manufacture of Electronic Components,"5,330,469","2,665,234,500",500,KRW,70
082220,PREXCO,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"4,001,000","2,000,500,000",500,KRW,298
053610,PROTEC,032902,Manufacture of Special-Purpose Machinery,"9,000,000","4,500,000,000",500,KRW,161
031980,PSK,032902,Manufacture of Special-Purpose Machinery,"20,329,604","10,164,802,000",500,KRW,563
024850,PSMC,032602,Manufacture of Electronic Components,"38,726,201","19,363,100,500",500,KRW,877
002230,PSTEC,032702,"Manufacture of Instruments and Appliances for Measuring, Checking, Testing, Navigating, controlling and Other Purposes, Except Optical Instruments","18,530,936","9,265,468,000",500,KRW,1475
094940,PULOONTECH,032603,Manufacture of Computers and Peripheral Equipment,"4,085,915","2,042,957,500",500,KRW,1401
002410,PUMYANG CONST,064101,Building Construction,"3,514,859","17,574,295,000","5,000",KRW,1099
